Concurrency: 15 Max Time: 300s Early stop - Seen plies: 3 Min time: 10s

TestId              |         Spike1.4        |       Qapla0.3.2bb      |        Qapla0.3.2       |       Stockfish 17       | BM:
(Averbakh_150)      |  00.029, D:  2, M: e4c5 |  00.001, D:  1, M: e4c5 |  00.001, D:  1, M: e4c5 |  00.004, D: 10, M: e4c5  | BM: Nc5
(Averbakh_151)      |  00.034, D:  4, M: e5f6 |       -, D:  -, M: e5d6 |       -, D:  -, M: e5d6 |       -, D:  -, M: e5d6  | BM: Bf6
(Averbakh_152)      |       -, D:  -, M: d5d4 |       -, D:  -, M: f3g4 | 205.059, D: 36, M: g6g5 |       -, D:  -, M: d5d4  | BM: g5
(Averbakh_153)      |  00.031, D:  6, M: c3d5 |  00.001, D:  1, M: c3d5 |  00.001, D:  1, M: c3d5 |  00.002, D:  5, M: c3d5  | BM: Nd5
(Averbakh_154)      | 107.377, D: 29, M: g4g5 |  00.134, D: 15, M: g4g5 |  00.036, D: 12, M: g4g5 |  00.006, D: 11, M: g4g5  | BM: g5
(Averbakh_155)      |       -, D:  -, M: d4d5 |       -, D:  -, M: d4d5 |       -, D:  -, M: d4d5 |       -, D:  -, M: d4d5  | BM: Ra4
(Averbakh_156)      |       -, D:  -, M: d8b8 | 178.237, D: 29, M: d8d2 |       -, D:  -, M: d8b8 |       -, D:  -, M: d8b8  | BM: Rd2
(Averbakh_157)      |  00.160, D: 11, M: f7e6 |  03.619, D: 21, M: f7e6 |  01.873, D: 19, M: f7e6 |  00.001, D:  3, M: f7e6  | BM: Ke6
(Averbakh_158)      |  00.035, D:  4, M: f4b8 |  00.001, D:  2, M: f4b8 |  00.001, D:  2, M: f4b8 |  00.004, D:  7, M: f4b8  | BM: Qb8+
(Averbakh_159)      |  00.037, D:  7, M: b4b5 |  00.095, D: 13, M: b4b5 |       -, D:  -, M: f3f4 |  00.012, D: 10, M: b4b5  | BM: b5
(WDS exercises_160) |  00.033, D:  8, M: d7c8 |  00.001, D:  1, M: d7c8 |  00.001, D:  1, M: d7c8 |  00.007, D: 10, M: d7c8  | BM: Kc8
(WDS exercises_161) |  00.038, D:  7, M: d7c7 |  00.001, D:  1, M: d7c7 |  00.001, D:  1, M: d7c7 |  00.001, D:  1, M: d7c7  | BM: Kc7
(WDS exercises_162) |  00.033, D:  1, M: f7f8n|  00.002, D:  1, M: f7f8n|  00.001, D:  1, M: f7f8n|  00.001, D:  1, M: f7f8n | BM: f8=N+
(WDS exercises_163) |  00.027, D:  2, M: f7f8r|  00.001, D:  1, M: f7f8r|  00.001, D:  2, M: f7f8r|  00.001, D:  5, M: f7f8r | BM: f8=R
(WDS exercises_164) |  00.028, D:  2, M: f7f8b|  00.001, D:  1, M: f7f8b|  00.001, D:  2, M: f7f8b|  00.002, D:  5, M: f7f8b | BM: f8=B
(WDS exercises_165) |  00.038, D:  4, M: e7e8b|  00.011, D:  7, M: e7e8b|  00.008, D:  7, M: e7e8b|  00.022, D: 29, M: e7e8b | BM: e8=B
(WDS exercises_166) |       -, D:  -, M: g6g5 |       -, D:  -, M: g6g5 |  00.949, D: 19, M: b7b5 |       -, D:  -, M: g6g5  | BM: b5
(WDS exercises_167) |  00.029, D:  1, M: g5g6 |  00.001, D:  1, M: g5g6 |  00.001, D:  1, M: g5g6 |  00.001, D:  1, M: g5g6  | BM: g6
[Timer] Total runtime: : elapsed = 67:40.558
